park_name,scientific_name,category,common_names,conservation_status,observations
Great Smoky Mountains,Agastache urticifolia,Vascular Plant,Nettleleaf Giant Hyssop,Least Concern,57
Yellowstone,Agastache urticifolia,Vascular Plant,Nettleleaf Giant Hyssop,Least Concern,236
Yosemite,Agastache urticifolia,Vascular Plant,Nettleleaf Giant Hyssop,Least Concern,144
Bryce,Agelaius phoeniceus,Bird,Red-Winged Blackbird,Least Concern,97
Great Smoky Mountains,Agelaius phoeniceus,Bird,Red-Winged Blackbird,Least Concern,83
Yellowstone,Agelaius phoeniceus,Bird,Red-Winged Blackbird,Least Concern,250
Yosemite,Agelaius phoeniceus,Bird,Red-Winged Blackbird,Least Concern,155
Bryce,Ageratina altissima,Vascular Plant,White Snakeroot,Least Concern,94
Great Smoky Mountains,Ageratina altissima,Vascular Plant,White Snakeroot,Least Concern,64
Yellowstone,Ageratina altissima,Vascular Plant,White Snakeroot,Least Concern,254
Yosemite,Ageratina altissima,Vascular Plant,White Snakeroot,Least Concern,178
Bryce,Ageratina altissima var. altissima,Vascular Plant,White Snakeroot,Least Concern,120
Great Smoky Mountains,Ageratina altissima var. altissima,Vascular Plant,White Snakeroot,Least Concern,81
Yellowstone,Ageratina altissima var. altissima,Vascular Plant,White Snakeroot,Least Concern,249
Yosemite,Ageratina altissima var. altissima,Vascular Plant,White Snakeroot,Least Concern,152
Bryce,Ageratina altissima var. roanensis,Vascular Plant,White Snakeroot,Least Concern,96
Great Smoky Mountains,Ageratina altissima var. roanensis,Vascular Plant,White Snakeroot,Least Concern,63
Yellowstone,Ageratina altissima var. roanensis,Vascular Plant,White Snakeroot,Least Concern,249
Yosemite,Ageratina altissima var. roanensis,Vascular Plant,White Snakeroot,Least Concern,139
Bryce,Ageratina aromatica var. aromatica,Vascular Plant,Lesser Snakeroot,Least Concern,110
Great Smoky Mountains,Ageratina aromatica var. aromatica,Vascular Plant,Lesser Snakeroot,Least Concern,84
Yellowstone,Ageratina aromatica var. aromatica,Vascular Plant,Lesser Snakeroot,Least Concern,205
Yosemite,Ageratina aromatica var. aromatica,Vascular Plant,Lesser Snakeroot,Least Concern,117
Bryce,Ageratina occidentalis,Vascular Plant,Western Snakeroot,Least Concern,89
Great Smoky Mountains,Ageratina occidentalis,Vascular Plant,Western Snakeroot,Least Concern,74
Yellowstone,Ageratina occidentalis,Vascular Plant,Western Snakeroot,Least Concern,246
Yosemite,Ageratina occidentalis,Vascular Plant,Western Snakeroot,Least Concern,146
Bryce,Agkistrodon contortrix mokasen,Reptile,Northern Copperhead,Least Concern,101
Great Smoky Mountains,Agkistrodon contortrix mokasen,Reptile,Northern Copperhead,Least Concern,43
Yellowstone,Agkistrodon contortrix mokasen,Reptile,Northern Copperhead,Least Concern,212
Yosemite,Agkistrodon contortrix mokasen,Reptile,Northern Copperhead,Least Concern,152
Bryce,Agoseris aurantiaca,Vascular Plant,Orange-Flowered False-Dandelion,Least Concern,111
Great Smoky Mountains,Agoseris aurantiaca,Vascular Plant,Orange-Flowered False-Dandelion,Least Concern,81
Yellowstone,Agoseris aurantiaca,Vascular Plant,Orange-Flowered False-Dandelion,Least Concern,241
Yosemite,Agoseris aurantiaca,Vascular Plant,Orange-Flowered False-Dandelion,Least Concern,146
Bryce,Agoseris elata,Vascular Plant,Tall Agoseris,Least Concern,114
Great Smoky Mountains,Agoseris elata,Vascular Plant,Tall Agoseris,Least Concern,68
Yellowstone,Agoseris elata,Vascular Plant,Tall Agoseris,Least Concern,239
Yosemite,Agoseris elata,Vascular Plant,Tall Agoseris,Least Concern,130
Bryce,Agoseris glauca var. dasycephala,Vascular Plant,Pale Goat-Chicory,Least Concern,114
Great Smoky Mountains,Agoseris glauca var. dasycephala,Vascular Plant,Pale Goat-Chicory,Least Concern,93
Yellowstone,Agoseris glauca var. dasycephala,Vascular Plant,Pale Goat-Chicory,Least Concern,257
Yosemite,Agoseris glauca var. dasycephala,Vascular Plant,Pale Goat-Chicory,Least Concern,154
Bryce,Agoseris glauca var. glauca,Vascular Plant,Pale Agoseris,Least Concern,100
Great Smoky Mountains,Agoseris glauca var. glauca,Vascular Plant,Pale Agoseris,Least Concern,62
Yellowstone,Agoseris glauca var. glauca,Vascular Plant,Pale Agoseris,Least Concern,280
Yosemite,Agoseris glauca var. glauca,Vascular Plant,Pale Agoseris,Least Concern,169
Bryce,Agoseris glauca var. laciniata,Vascular Plant,False Agoseris,Least Concern,120
Great Smoky Mountains,Agoseris glauca var. laciniata,Vascular Plant,False Agoseris,Least Concern,43
Yellowstone,Agoseris glauca var. laciniata,Vascular Plant,False Agoseris,Least Concern,290
Yosemite,Agoseris glauca var. laciniata,Vascular Plant,False Agoseris,Least Concern,146
Bryce,Agoseris glauca var. monticola,Vascular Plant,Pale Agoseris,Least Concern,61
Great Smoky Mountains,Agoseris glauca var. monticola,Vascular Plant,Pale Agoseris,Least Concern,40
Yellowstone,Agoseris glauca var. monticola,Vascular Plant,Pale Agoseris,Least Concern,245
Yosemite,Agoseris glauca var. monticola,Vascular Plant,Pale Agoseris,Least Concern,138
Bryce,Agoseris grandiflora,Vascular Plant,Shortbeak Agoseris,Least Concern,107
Great Smoky Mountains,Agoseris grandiflora,Vascular Plant,Shortbeak Agoseris,Least Concern,68
Yellowstone,Agoseris grandiflora,Vascular Plant,Shortbeak Agoseris,Least Concern,221
Yosemite,Agoseris grandiflora,Vascular Plant,Shortbeak Agoseris,Least Concern,181
Bryce,Agoseris heterophylla,Vascular Plant,Mountain Dandelion,Least Concern,120
Great Smoky Mountains,Agoseris heterophylla,Vascular Plant,Mountain Dandelion,Least Concern,92
Yellowstone,Agoseris heterophylla,Vascular Plant,Mountain Dandelion,Least Concern,277
Yosemite,Agoseris heterophylla,Vascular Plant,Mountain Dandelion,Least Concern,147
Bryce,Agoseris lackschewitzii,Vascular Plant,Mill Creek Agoseris,Least Concern,94
Great Smoky Mountains,Agoseris lackschewitzii,Vascular Plant,Mill Creek Agoseris,Least Concern,46
Yellowstone,Agoseris lackschewitzii,Vascular Plant,Mill Creek Agoseris,Least Concern,263
Yosemite,Agoseris lackschewitzii,Vascular Plant,Mill Creek Agoseris,Least Concern,138
Bryce,Agoseris retrorsa,Vascular Plant,Spearleaf Agoseris,Least Concern,124
Great Smoky Mountains,Agoseris retrorsa,Vascular Plant,Spearleaf Agoseris,Least Concern,84
Yellowstone,Agoseris retrorsa,Vascular Plant,Spearleaf Agoseris,Least Concern,280
Yosemite,Agoseris retrorsa,Vascular Plant,Spearleaf Agoseris,Least Concern,118
Bryce,Agrimonia gryposepala,Vascular Plant,Tall Hairy Groovebur,Least Concern,80
Great Smoky Mountains,Agrimonia gryposepala,Vascular Plant,Tall Hairy Groovebur,Least Concern,67
Yellowstone,Agrimonia gryposepala,Vascular Plant,Tall Hairy Groovebur,Least Concern,232
Yosemite,Agrimonia gryposepala,Vascular Plant,Tall Hairy Groovebur,Least Concern,145
Bryce,Agrimonia microcarpa,Vascular Plant,Smallfruit Agrimony,Least Concern,101
Great Smoky Mountains,Agrimonia microcarpa,Vascular Plant,Smallfruit Agrimony,Least Concern,80
Yellowstone,Agrimonia microcarpa,Vascular Plant,Smallfruit Agrimony,Least Concern,254
Yosemite,Agrimonia microcarpa,Vascular Plant,Smallfruit Agrimony,Least Concern,126
Bryce,Agrimonia parviflora,Vascular Plant,Small-Flowered Agrimony,Least Concern,105
Great Smoky Mountains,Agrimonia parviflora,Vascular Plant,Small-Flowered Agrimony,Least Concern,78
Yellowstone,Agrimonia parviflora,Vascular Plant,Small-Flowered Agrimony,Least Concern,232
Yosemite,Agrimonia parviflora,Vascular Plant,Small-Flowered Agrimony,Least Concern,168
Bryce,Agrimonia pubescens,Vascular Plant,Soft Groovebur,Least Concern,117
Great Smoky Mountains,Agrimonia pubescens,Vascular Plant,Soft Groovebur,Least Concern,93
Yellowstone,Agrimonia pubescens,Vascular Plant,Soft Groovebur,Least Concern,238
Yosemite,Agrimonia pubescens,Vascular Plant,Soft Groovebur,Least Concern,154
Bryce,Agrimonia rostellata,Vascular Plant,Woodland Agrimony,Least Concern,101
Great Smoky Mountains,Agrimonia rostellata,Vascular Plant,Woodland Agrimony,Least Concern,116
Yellowstone,Agrimonia rostellata,Vascular Plant,Woodland Agrimony,Least Concern,249
Yosemite,Agrimonia rostellata,Vascular Plant,Woodland Agrimony,Least Concern,148
Bryce,Agrostemma githago,Vascular Plant,Corncockle,Least Concern,92
Great Smoky Mountains,Agrostemma githago,Vascular Plant,Corncockle,Least Concern,134
Yellowstone,Agrostemma githago,Vascular Plant,Corncockle,Least Concern,260
Yosemite,Agrostemma githago,Vascular Plant,Corncockle,Least Concern,186
Bryce,Agrostis capillaris,Vascular Plant,Colonial Bentgrass,Least Concern,208
Great Smoky Mountains,Agrostis capillaris,Vascular Plant,Colonial Bentgrass,Least Concern,181
Yellowstone,Agrostis capillaris,Vascular Plant,Colonial Bentgrass,Least Concern,508
Yosemite,Agrostis capillaris,Vascular Plant,Colonial Bentgrass,Least Concern,322
Bryce,Agrostis elliottiana,Vascular Plant,Elliott's Bentgrass,Least Concern,74
Great Smoky Mountains,Agrostis elliottiana,Vascular Plant,Elliott's Bentgrass,Least Concern,72
Yellowstone,Agrostis elliottiana,Vascular Plant,Elliott's Bentgrass,Least Concern,235
Yosemite,Agrostis elliottiana,Vascular Plant,Elliott's Bentgrass,Least Concern,163
Bryce,Agrostis exarata,Vascular Plant,Spike Bentgrass,Least Concern,105
Great Smoky Mountains,Agrostis exarata,Vascular Plant,Spike Bentgrass,Least Concern,93
Yellowstone,Agrostis exarata,Vascular Plant,Spike Bentgrass,Least Concern,241
Yosemite,Agrostis exarata,Vascular Plant,Spike Bentgrass,Least Concern,116
Bryce,Agrostis gigantea,Vascular Plant,Water Bentgrass,Least Concern,220
Great Smoky Mountains,Agrostis gigantea,Vascular Plant,Water Bentgrass,Least Concern,150
Yellowstone,Agrostis gigantea,Vascular Plant,Water Bentgrass,Least Concern,488
Yosemite,Agrostis gigantea,Vascular Plant,Water Bentgrass,Least Concern,276
Bryce,Agrostis humilis,Vascular Plant,Mountain Bent Grass,Least Concern,108
Great Smoky Mountains,Agrostis humilis,Vascular Plant,Mountain Bent Grass,Least Concern,115
Yellowstone,Agrostis humilis,Vascular Plant,Mountain Bent Grass,Least Concern,250
Yosemite,Agrostis humilis,Vascular Plant,Mountain Bent Grass,Least Concern,179
Bryce,Agrostis hyemalis,Vascular Plant,Winter Bentgrass,Least Concern,64
Great Smoky Mountains,Agrostis hyemalis,Vascular Plant,Winter Bentgrass,Least Concern,59
Yellowstone,Agrostis hyemalis,Vascular Plant,Winter Bentgrass,Least Concern,255
Yosemite,Agrostis hyemalis,Vascular Plant,Winter Bentgrass,Least Concern,152
Bryce,Agrostis idahoensis,Vascular Plant,Idaho Redtop,Least Concern,91
Great Smoky Mountains,Agrostis idahoensis,Vascular Plant,Idaho Redtop,Least Concern,42
Yellowstone,Agrostis idahoensis,Vascular Plant,Idaho Redtop,Least Concern,249
Yosemite,Agrostis idahoensis,Vascular Plant,Idaho Redtop,Least Concern,144
Bryce,Agrostis mertensii,Vascular Plant,Northern Bentgrass,Least Concern,162
Great Smoky Mountains,Agrostis mertensii,Vascular Plant,Northern Bentgrass,Least Concern,141
Yellowstone,Agrostis mertensii,Vascular Plant,Northern Bentgrass,Least Concern,522
Yosemite,Agrostis mertensii,Vascular Plant,Northern Bentgrass,Least Concern,263
Bryce,Agrostis oregonensis,Vascular Plant,Oregon Redtop,Least Concern,87
Great Smoky Mountains,Agrostis oregonensis,Vascular Plant,Oregon Redtop,Least Concern,74
Yellowstone,Agrostis oregonensis,Vascular Plant,Oregon Redtop,Least Concern,300
Yosemite,Agrostis oregonensis,Vascular Plant,Oregon Redtop,Least Concern,139
Bryce,Agrostis pallens,Vascular Plant,Seashore Bentgrass,Least Concern,77
Great Smoky Mountains,Agrostis pallens,Vascular Plant,Seashore Bentgrass,Least Concern,50
Yellowstone,Agrostis pallens,Vascular Plant,Seashore Bentgrass,Least Concern,240
Yosemite,Agrostis pallens,Vascular Plant,Seashore Bentgrass,Least Concern,163
Bryce,Agrostis perennans,Vascular Plant,Upland Bent,Least Concern,134
Great Smoky Mountains,Agrostis perennans,Vascular Plant,Upland Bent,Least Concern,89
Yellowstone,Agrostis perennans,Vascular Plant,Upland Bent,Least Concern,236
Yosemite,Agrostis perennans,Vascular Plant,Upland Bent,Least Concern,151
Bryce,Agrostis rossiae,Vascular Plant,Ross' Bentgrass,Least Concern,107
Great Smoky Mountains,Agrostis rossiae,Vascular Plant,Ross' Bentgrass,Least Concern,95
Yellowstone,Agrostis rossiae,Vascular Plant,Ross' Bentgrass,Least Concern,250
Yosemite,Agrostis rossiae,Vascular Plant,Ross' Bentgrass,Least Concern,192
Bryce,Agrostis scabra,Vascular Plant,Ticklegrass,Least Concern,178
Great Smoky Mountains,Agrostis scabra,Vascular Plant,Ticklegrass,Least Concern,139
Yellowstone,Agrostis scabra,Vascular Plant,Ticklegrass,Least Concern,500
Yosemite,Agrostis scabra,Vascular Plant,Ticklegrass,Least Concern,332
Bryce,Agrostis scabra var. scabra,Vascular Plant,Rough Bentgrass,Least Concern,92
Great Smoky Mountains,Agrostis scabra var. scabra,Vascular Plant,Rough Bentgrass,Least Concern,74
Yellowstone,Agrostis scabra var. scabra,Vascular Plant,Rough Bentgrass,Least Concern,260
Yosemite,Agrostis scabra var. scabra,Vascular Plant,Rough Bentgrass,Least Concern,125
Bryce,Agrostis stolonifera,Vascular Plant,Spreading Bent,Least Concern,182
Great Smoky Mountains,Agrostis stolonifera,Vascular Plant,Spreading Bent,Least Concern,183
Yellowstone,Agrostis stolonifera,Vascular Plant,Spreading Bent,Least Concern,550
Yosemite,Agrostis stolonifera,Vascular Plant,Spreading Bent,Least Concern,278
Bryce,Agrostis thurberiana,Vascular Plant,Thurber's Bentgrass,Least Concern,105
Great Smoky Mountains,Agrostis thurberiana,Vascular Plant,Thurber's Bentgrass,Least Concern,39
Yellowstone,Agrostis thurberiana,Vascular Plant,Thurber's Bentgrass,Least Concern,244
Yosemite,Agrostis thurberiana,Vascular Plant,Thurber's Bentgrass,Least Concern,154
Bryce,Agrostis variabilis,Vascular Plant,Mountain Redtop,Least Concern,196
Great Smoky Mountains,Agrostis variabilis,Vascular Plant,Mountain Redtop,Least Concern,153
Yellowstone,Agrostis variabilis,Vascular Plant,Mountain Redtop,Least Concern,510
Yosemite,Agrostis variabilis,Vascular Plant,Mountain Redtop,Least Concern,382
Bryce,Ailanthus altissima,Vascular Plant,Tree-Of-Heaven,Least Concern,73
Great Smoky Mountains,Ailanthus altissima,Vascular Plant,Tree-Of-Heaven,Least Concern,82
Yellowstone,Ailanthus altissima,Vascular Plant,Tree-Of-Heaven,Least Concern,273
Yosemite,Ailanthus altissima,Vascular Plant,Tree-Of-Heaven,Least Concern,148
Bryce,Aimophila aestivalis,Bird,Bachman's Sparrow,Species of Concern,94
Great Smoky Mountains,Aimophila aestivalis,Bird,Bachman's Sparrow,Species of Concern,49
Yellowstone,Aimophila aestivalis,Bird,Bachman's Sparrow,Species of Concern,228
Yosemite,Aimophila aestivalis,Bird,Bachman's Sparrow,Species of Concern,146
Bryce,Aimophila ruficeps,Bird,Rufous-Crowned Sparrow,Least Concern,82
Great Smoky Mountains,Aimophila ruficeps,Bird,Rufous-Crowned Sparrow,Least Concern,51
Yellowstone,Aimophila ruficeps,Bird,Rufous-Crowned Sparrow,Least Concern,238
Yosemite,Aimophila ruficeps,Bird,Rufous-Crowned Sparrow,Least Concern,166
Bryce,Aira caryophyllea,Vascular Plant,Silver Hairgrass,Least Concern,96
Great Smoky Mountains,Aira caryophyllea,Vascular Plant,Silver Hairgrass,Least Concern,64
Yellowstone,Aira caryophyllea,Vascular Plant,Silver Hairgrass,Least Concern,222
Yosemite,Aira caryophyllea,Vascular Plant,Silver Hairgrass,Least Concern,150
Bryce,Aix sponsa,Bird,Wood Duck,Least Concern,95
Great Smoky Mountains,Aix sponsa,Bird,Wood Duck,Least Concern,77
Yellowstone,Aix sponsa,Bird,Wood Duck,Least Concern,278
Yosemite,Aix sponsa,Bird,Wood Duck,Least Concern,152
Bryce,Ajuga reptans,Vascular Plant,Carpet-Bugel,Least Concern,91
Great Smoky Mountains,Ajuga reptans,Vascular Plant,Carpet-Bugel,Least Concern,60
Yellowstone,Ajuga reptans,Vascular Plant,Carpet-Bugel,Least Concern,226
Yosemite,Ajuga reptans,Vascular Plant,Carpet-Bugel,Least Concern,155
Bryce,Albizia julibrissin,Vascular Plant,Silk Tree,Least Concern,71
Great Smoky Mountains,Albizia julibrissin,Vascular Plant,Silk Tree,Least Concern,54
Yellowstone,Albizia julibrissin,Vascular Plant,Silk Tree,Least Concern,243
Yosemite,Albizia julibrissin,Vascular Plant,Silk Tree,Least Concern,148
Bryce,Alcea rosea,Vascular Plant,Hollyhock,Least Concern,108
Great Smoky Mountains,Alcea rosea,Vascular Plant,Hollyhock,Least Concern,73
Yellowstone,Alcea rosea,Vascular Plant,Hollyhock,Least Concern,291
Yosemite,Alcea rosea,Vascular Plant,Hollyhock,Least Concern,128
Bryce,Alces alces,Mammal,Moose,Least Concern,101
Great Smoky Mountains,Alces alces,Mammal,Moose,Least Concern,44
Yellowstone,Alces alces,Mammal,Moose,Least Concern,197
Yosemite,Alces alces,Mammal,Moose,Least Concern,161
Bryce,Alces alces shirasi,Mammal,Yellowstone Moose,Least Concern,81
Great Smoky Mountains,Alces alces shirasi,Mammal,Yellowstone Moose,Least Concern,83
Yellowstone,Alces alces shirasi,Mammal,Yellowstone Moose,Least Concern,245
Yosemite,Alces alces shirasi,Mammal,Yellowstone Moose,Least Concern,168
Bryce,Alectoris chukar,Bird,Chukar Partridge,Least Concern,229
Great Smoky Mountains,Alectoris chukar,Bird,Chukar Partridge,Least Concern,180
Yellowstone,Alectoris chukar,Bird,Chukar Partridge,Least Concern,534
Yosemite,Alectoris chukar,Bird,Chukar Partridge,Least Concern,287
Bryce,Aletris farinosa,Vascular Plant,White-Tubed Colicroot,Least Concern,79
Great Smoky Mountains,Aletris farinosa,Vascular Plant,White-Tubed Colicroot,Least Concern,85
Yellowstone,Aletris farinosa,Vascular Plant,White-Tubed Colicroot,Least Concern,216
Yosemite,Aletris farinosa,Vascular Plant,White-Tubed Colicroot,Least Concern,170
Bryce,Alisma plantago-aquatica,Vascular Plant,European Water Plantain,Least Concern,97
Great Smoky Mountains,Alisma plantago-aquatica,Vascular Plant,European Water Plantain,Least Concern,64
Yellowstone,Alisma plantago-aquatica,Vascular Plant,European Water Plantain,Least Concern,290
Yosemite,Alisma plantago-aquatica,Vascular Plant,European Water Plantain,Least Concern,140
Bryce,Alisma subcordatum,Vascular Plant,Water-Plantain,Least Concern,86
Great Smoky Mountains,Alisma subcordatum,Vascular Plant,Water-Plantain,Least Concern,69
Yellowstone,Alisma subcordatum,Vascular Plant,Water-Plantain,Least Concern,226
Yosemite,Alisma subcordatum,Vascular Plant,Water-Plantain,Least Concern,159
Bryce,Alisma triviale,Vascular Plant,Northern Water-Plantain,Least Concern,87
Great Smoky Mountains,Alisma triviale,Vascular Plant,Northern Water-Plantain,Least Concern,69
Yellowstone,Alisma triviale,Vascular Plant,Northern Water-Plantain,Least Concern,273
Yosemite,Alisma triviale,Vascular Plant,Northern Water-Plantain,Least Concern,174
Bryce,Alliaria petiolata,Vascular Plant,Garlic Mustard,Least Concern,99
Great Smoky Mountains,Alliaria petiolata,Vascular Plant,Garlic Mustard,Least Concern,70
Yellowstone,Alliaria petiolata,Vascular Plant,Garlic Mustard,Least Concern,240
Yosemite,Alliaria petiolata,Vascular Plant,Garlic Mustard,Least Concern,150
Bryce,Allium ampeloprasum,Vascular Plant,Wild Leek,Least Concern,121
Great Smoky Mountains,Allium ampeloprasum,Vascular Plant,Wild Leek,Least Concern,70
